Id ; Genre ; Neuf ; Surface ; Pieces ; Quartier ; Prix
annonce-134639179-30184516 ; Appartement ; 1; 83.3; 4 ; prébendes ; 348000
annonce-139246827-67754 ; Appartement ; 0; 18.16; 1 ; NaN ; 55000
annonce-138624309-617153 ; Appartement ; 0; 47.0; 2 ; centre ; 91000
annonce-137077733-712218 ; Appartement ; 0; 61.0; 3 ; febvotte ; 97200
annonce-139892789-686185 ; Appartement ; 0; 66.23; 3 ; montjoyeux ; 99300
annonce-139896855-215161 ; Appartement ; 0; 48.85; 2 ; NaN ; 102600
annonce-127069441-292528 ; Appartement ; 0; 74.0; 3 ; cher ; 103550
annonce-141572241-67784 ; Appartement ; 0; 32.34; 2 ; sud ; 109000
annonce-130790309-507190 ; Appartement ; 0; 52.0; 2 ; NaN ; 130146
annonce-124801307-305871 ; Appartement ; 0; 37.15; 2 ; sud ; 139000
annonce-117940195-30097891 ; Appartement ; 1; 34.02; 2 ; centre ; 140500
annonce-133048127-305871 ; Appartement ; 0; 42.4; 2 ; sud ; 150000
annonce-125151393-305871 ; Appartement ; 0; 40.49; 2 ; nord ; 150200
annonce-141159967-190880 ; Appartement ; 0; 45.08; 2 ; centre ; 151200
annonce-132823373-30118075 ; Appartement ; 1; 41.0; 2 ; NaN ; 160000
annonce-124801309-305871 ; Appartement ; 0; 55.0; 3 ; sud ; 179000
annonce-132820327-30118075 ; Appartement ; 1; 48.0; 2 ; NaN ; 179500
annonce-138195873-190880 ; Appartement ; 0; 70.0; 3 ; tranchée ; 179900
annonce-132823149-30118075 ; Appartement ; 1; 48.0; 2 ; NaN ; 183500
annonce-125182225-305871 ; Appartement ; 0; 59.93; 3 ; nord ; 190700
annonce-132817413-30118075 ; Appartement ; 1; 57.0; 2 ; NaN ; 195500
annonce-125182227-305871 ; Appartement ; 0; 74.21; 4 ; nord ; 198200
annonce-117940197-30097891 ; Appartement ; 1; 55.22; 3 ; centre ; 200000
annonce-134890661-617153 ; Appartement ; 0; 111.0; 6 ; NaN ; 206700
annonce-134503065-569945 ; Appartement ; 0; 67.0; 3 ; NaN ; 214500
annonce-133048119-305871 ; Appartement ; 0; 61.47; 3 ; sud ; 230000
annonce-133048125-305871 ; Appartement ; 0; 61.47; 3 ; sud ; 230000
annonce-138495851-379598 ; Appartement ; 0; 92.0; 4 ; NaN ; 230000
annonce-132823557-30118075 ; Appartement ; 1; 68.0; 3 ; NaN ; 236500
annonce-124801311-305871 ; Appartement ; 0; 77.0; 4 ; sud ; 238000
annonce-132823219-30118075 ; Appartement ; 1; 75.0; 3 ; NaN ; 256000
annonce-136505119-30097891 ; Appartement ; 1; 79.56; 4 ; NaN ; 262871
annonce-120391051-569945 ; Appartement ; 0; 85.0; 4 ; NaN ; 269300
annonce-132819035-30118075 ; Appartement ; 1; 89.0; 3 ; NaN ; 312500
annonce-132823595-30118075 ; Appartement ; 1; 90.0; 3 ; NaN ; 318500
annonce-133048121-305871 ; Appartement ; 0; 80.0; 4 ; sud ; 320000
annonce-140535483-216502 ; Appartement ; 0; 90.0; 4 ; halles ; 371000
annonce-138813547-839881 ; Appartement ; 0; 225.0; 7 ; NaN ; 472500
annonce-125661727-30094519 ; Appartement ; 1; 26.0; 1 ; halles ; 134800
annonce-134639199-30184516 ; Appartement ; 1; 39.24; 2 ; prébendes ; 171000
annonce-134639231-30184516 ; Maison ; 1; 73.62; 3 ; prébendes ; 285000
annonce-134639229-30184516 ; Maison ; 1; 72.88; 3 ; prébendes ; 292000
annonce-134639233-30184516 ; Maison ; 1; 70.23; 3 ; prébendes ; 292000
annonce-134639237-30184516 ; Maison ; 1; 70.45; 3 ; prébendes ; 292000
annonce-134639241-30184516 ; Maison ; 1; 81.97; 4 ; prébendes ; 332000
annonce-129803441-30098805 ; Maison ; 1; 77.0; 3 ; centre ; 339000
annonce-134639245-30184516 ; Maison ; 1; 93.58; 4 ; prébendes ; 358000
annonce-134639239-30184516 ; Maison ; 1; 95.71; 4 ; prébendes ; 365000
annonce-134639243-30184516 ; Maison ; 1; 96.6; 4 ; prébendes ; 367000
annonce-116451043-685919 ; Maison ; 0; 45.0; 2 ; NaN ; 30000
annonce-137820579-67784 ; Appartement ; 0; 19.3; 1 ; NaN ; 96900
annonce-122833085-508035 ; Appartement ; 1; 39.67; 2 ; tranchée ; 150000
annonce-136502029-30097891 ; Appartement ; 1; 61.8; 3 ; NaN ; 162646
annonce-136292409-30184516 ; Appartement ; 1; 36.17; 2 ; prébendes ; 171000
annonce-86215571-30077416 ; Appartement ; 1; 67.0; 3 ; NaN ; 210000
annonce-122833087-508035 ; Appartement ; 1; 62.39; 3 ; tranchée ; 220000
annonce-114657857-30097891 ; Appartement ; 1; 110.0; 5 ; NaN ; 429500
annonce-141461807-67784 ; Appartement ; 0; 16.47; 1 ; NaN ; 54600
annonce-141461803-67784 ; Appartement ; 0; 21.32; 1 ; NaN ; 63700
annonce-134639287-30184516 ; Maison ; 1; 70.23; 3 ; prébendes ; 285000
annonce-134639289-30184516 ; Maison ; 1; 73.62; 3 ; prébendes ; 292000
annonce-134639285-30184516 ; Appartement ; 1; 83.3; 4 ; prébendes ; 332000
annonce-135011257-30184516 ; Appartement ; 1; 86.88; 4 ; prébendes ; 348000
annonce-114657849-30097891 ; Appartement ; 1; 34.34; 2 ; NaN ; 119000
annonce-114657851-30097891 ; Appartement ; 1; 53.92; 3 ; NaN ; 173500
annonce-135752785-508035 ; Appartement ; 1; 74.0; 4 ; NaN ; 180000
annonce-137982329-30118075 ; Appartement ; 1; 58.0; 3 ; centre ; 249000
annonce-140496115-507190 ; Appartement ; 0; 32.0; 1 ; sud ; 85000
annonce-141452653-712218 ; Appartement ; 0; 42.0; 2 ; febvotte ; 86800
annonce-135127231-67784 ; Appartement ; 0; 76.0; 4 ; NaN ; 98150
annonce-131342701-712218 ; Appartement ; 0; 64.0; 3 ; NaN ; 107500
annonce-137039601-564157 ; Appartement ; 0; 73.69; 4 ; cher ; 120000
annonce-137253635-712218 ; Appartement ; 0; 82.0; 4 ; NaN ; 128400
annonce-136501869-30097891 ; Appartement ; 1; 46.44; 2 ; NaN ; 133633
annonce-141408637-506044 ; Appartement ; 0; 94.0; 4 ; nord ; 140700
annonce-140264241-215180 ; Appartement ; 0; 49.0; 2 ; halles ; 144450
annonce-141185669-215180 ; Appartement ; 0; 36.0; 2 ; halles ; 144450
annonce-138813543-839881 ; Appartement ; 0; 76.44; 4 ; cher ; 169060
annonce-138488983-215187 ; Appartement ; 0; 90.0; 4 ; halles ; 188985
annonce-139690523-215180 ; Appartement ; 0; 64.0; 3 ; centre ; 207675
annonce-130914639-712218 ; Appartement ; 0; 72.0; 3 ; centre ; 316500
annonce-137625093-215180 ; Appartement ; 0; 112.0; 5 ; halles ; 363975
annonce-141274267-215180 ; Maison ; 0; 200.0; 7 ; gare ; 832000
annonce-131904147-30184516 ; Appartement ; 1; 61.34; 3 ; nord ; 172000
annonce-131904131-30184516 ; Appartement ; 1; 85.97; 4 ; nord ; 235000
annonce-131904129-30184516 ; Appartement ; 1; 93.56; 4 ; nord ; 248000
annonce-138568845-506044 ; Appartement ; 0; 57.39; 3 ; nord ; 77000
annonce-131904127-30184516 ; Appartement ; 1; 90.57; 4 ; nord ; 252000
annonce-132859343-30249289 ; Appartement ; 1; 119.0; 5 ; centre ; 476820
annonce-129123001-30249289 ; Appartement ; 1; 128.0; 5 ; centre ; 504010
annonce-122576001-30097891 ; Appartement ; 1; 59.19; 3 ; NaN ; 162000
annonce-131904149-30184516 ; Appartement ; 1; 93.56; 4 ; nord ; 252000
annonce-122576361-30097891 ; Appartement ; 1; 83.1; 4 ; NaN ; 272000
annonce-122575773-30097891 ; Appartement ; 1; 40.99; 2 ; NaN ; 142000
annonce-129123079-30249289 ; Appartement ; 1; 47.0; 2 ; centre ; 188350
annonce-129122747-30249289 ; Appartement ; 1; 61.0; 2 ; centre ; 239070
annonce-129122837-30249289 ; Appartement ; 1; 61.0; 2 ; centre ; 241500
annonce-129123401-30249289 ; Appartement ; 1; 62.0; 3 ; centre ; 250180
annonce-129122891-30249289 ; Appartement ; 1; 67.0; 3 ; centre ; 266240
annonce-129122755-30249289 ; Appartement ; 1; 83.0; 3 ; centre ; 308700
annonce-129122761-30249289 ; Appartement ; 1; 80.0; 4 ; centre ; 313175
annonce-129122827-30249289 ; Appartement ; 1; 85.0; 3 ; centre ; 336000
annonce-129123329-30249289 ; Appartement ; 1; 86.0; 4 ; centre ; 344940
annonce-129122865-30249289 ; Appartement ; 1; 96.0; 4 ; centre ; 378555
annonce-129122787-30249289 ; Appartement ; 1; 127.0; 5 ; centre ; 504770
annonce-133581401-30094519 ; Appartement ; 1; NaN; NaN ; halles ; NaN
annonce-129417495-506044 ; Appartement ; 0; 13.0; 1 ; NaN ; 38000
annonce-141040599-215180 ; Appartement ; 0; 16.0; 1 ; NaN ; 66300
annonce-141435811-507190 ; Appartement ; 0; 30.0; 1 ; NaN ; 74867
annonce-138535359-215187 ; Appartement ; 0; 60.0; 3 ; febvotte ; 139100
annonce-138415955-30034771 ; Appartement ; 1; 64.42; 3 ; NaN ; 218302
annonce-135418031-30034771 ; Appartement ; 1; 83.64; 4 ; NaN ; 254005
annonce-123346969-30097891 ; Appartement ; 1; 38.74; 2 ; NaN ; 149000
annonce-123347039-30097891 ; Appartement ; 1; 60.66; 3 ; NaN ; 223000
annonce-139288087-30034771 ; Appartement ; 1; 64.42; 3 ; NaN ; 228503
annonce-135292953-30034771 ; Appartement ; 1; 63.94; 3 ; NaN ; 233603
annonce-138415979-30034771 ; Appartement ; 1; 79.12; 4 ; NaN ; 269306
annonce-135292957-30034771 ; Appartement ; 1; 78.57; 4 ; NaN ; 289709
annonce-123347119-30097891 ; Appartement ; 1; 93.15; 4 ; NaN ; 379000
annonce-135156545-30081693 ; Appartement ; 1; 117.0; 4 ; NaN ; 529000
annonce-135955173-493099 ; Appartement ; 0; 17.0; 1 ; NaN ; 69500
annonce-140411375-584285 ; Appartement ; 0; 29.0; 1 ; NaN ; 69950
annonce-139366975-493099 ; Appartement ; 0; 58.0; 3 ; beaujardin ; 76000
annonce-141090867-518809 ; Appartement ; 0; 37.6; 2 ; febvotte ; 84680
annonce-140212393-493099 ; Appartement ; 0; 71.0; 3 ; sud ; 89000
annonce-134403779-493099 ; Appartement ; 0; 72.0; 4 ; NaN ; 99900
annonce-137169219-584285 ; Appartement ; 0; 76.0; 3 ; sud ; 103497
annonce-140547633-493099 ; Appartement ; 0; 46.0; 2 ; NaN ; 105800
annonce-141467745-584285 ; Appartement ; 0; 75.0; 3 ; centre ; 109250
annonce-131249491-601403 ; Appartement ; 0; 65.0; 3 ; beaujardin ; 110000
annonce-138590625-584285 ; Appartement ; 0; 84.0; 4 ; sud ; 115430
annonce-139831895-493099 ; Appartement ; 0; 42.0; 2 ; heurteloup ; 117700
annonce-138163221-749291 ; Appartement ; 0; 43.0; 2 ; NaN ; 118000
annonce-133348791-584285 ; Appartement ; 0; 75.0; 4 ; beaujardin ; 123600
annonce-136989279-493099 ; Appartement ; 0; 76.0; 5 ; NaN ; 129900
annonce-134722245-493099 ; Appartement ; 0; 73.0; 4 ; sud ; 133350
annonce-140858813-493099 ; Appartement ; 0; 51.0; 3 ; centre ; 137150
annonce-139109843-584285 ; Appartement ; 0; 97.0; 4 ; sud ; 139900
annonce-134579081-361238 ; Appartement ; 0; 61.0; 3 ; NaN ; 149900
annonce-140777759-584285 ; Appartement ; 0; 61.0; 3 ; nord ; 164990
annonce-137006609-584285 ; Appartement ; 0; 101.0; 5 ; centre ; 171050
annonce-141344813-747064 ; Appartement ; 0; 81.2; 5 ; NaN ; 180150
annonce-140140159-361238 ; Appartement ; 0; 67.46; 3 ; radegonde ; 182100
annonce-138342457-743543 ; Appartement ; 0; 64.66; 3 ; nord ; 208350
annonce-128843217-601391 ; Maison ; 0; 170.0; 9 ; nord ; 221550
annonce-138789819-493099 ; Appartement ; 0; 89.0; 3 ; centre ; 235000
annonce-120886863-601391 ; Maison ; 0; 325.0; 10 ; sud ; 388000
annonce-139587303-493099 ; Appartement ; 0; 162.0; 6 ; cathédrale ; 425000
annonce-141098195-493099 ; Maison ; 0; 200.0; 8 ; centre ; 441000
annonce-134013251-493099 ; Maison ; 0; 220.0; 11 ; NaN ; 467000
annonce-140391359-493099 ; Maison ; 0; 220.0; 9 ; NaN ; 520000
annonce-135351173-493099 ; Maison ; 0; 606.0; 14 ; NaN ; 546000
annonce-140826823-493099 ; Maison ; 0; 206.0; 8 ; prébendes ; 675000
annonce-139342549-493099 ; Maison ; 0; 240.0; 10 ; cathédrale ; 697000
annonce-134517683-743543 ; Maison ; 0; 280.0; 8 ; NaN ; 698000
annonce-138064101-493099 ; Appartement ; 0; 30.0; 2 ; NaN ; 89000
annonce-126944405-490066 ; Appartement ; 0; 75.0; 4 ; NaN ; 109900
annonce-127142759-493099 ; Maison ; 0; 175.0; 5 ; halles ; 472500
annonce-129940379-557067 ; Maison ; 0; 350.0; 8 ; portes ; 624000
annonce-139574085-493099 ; Maison ; 0; 200.0; 8 ; gare ; 695000
annonce-134714023-742382 ; Maison ; 0; 265.0; 8 ; NaN ; 766500
annonce-139246401-757141 ; Maison ; 0; 500.0; 11 ; NaN ; 884000
annonce-135874055-493099 ; Maison ; 0; 242.0; 6 ; cathédrale ; 1030000
annonce-138615421-548829 ; Appartement ; 0; 28.74; 1 ; NaN ; 29800
annonce-140578079-736122 ; Appartement ; 0; 13.0; 2 ; cher ; 39000
annonce-130687453-457478 ; Appartement ; 0; 45.0; 2 ; NaN ; 42400
annonce-141370163-609092 ; Appartement ; 0; 37.0; 2 ; NaN ; 52000
annonce-139880121-848376 ; Appartement ; 0; 19.88; 1 ; nord ; 55500
annonce-140764965-30281394 ; Appartement ; 0; 30.0; 2 ; NaN ; 57500
annonce-138568393-711205 ; Appartement ; 0; 18.0; 1 ; gare ; 61000
annonce-134542287-139524 ; Appartement ; 0; 26.0; 1 ; NaN ; 61500
annonce-136503541-632568 ; Appartement ; 0; 38.0; 1 ; NaN ; 63600
annonce-138575285-617153 ; Appartement ; 0; 46.0; 2 ; NaN ; 63800
annonce-137547603-733632 ; Appartement ; 0; 34.0; 1 ; NaN ; 64500
annonce-137251843-669304 ; Appartement ; 0; 27.55; 1 ; nord ; 65400
annonce-138609087-493099 ; Appartement ; 0; 16.0; 1 ; cathédrale ; 68000
annonce-131580189-508593 ; Appartement ; 0; 51.57; 1 ; sud ; 68900
annonce-135306413-669304 ; Appartement ; 0; 55.34; 3 ; NaN ; 69760
annonce-140366955-322682 ; Appartement ; 0; 80.36; 3 ; prébendes ; 70000
annonce-137841823-666759 ; Maison ; 0; 160.0; 10 ; NaN ; 70850
annonce-139457341-467144 ; Appartement ; 0; 30.0; 1 ; nord ; 71600
annonce-140296689-30281394 ; Appartement ; 0; 31.0; 1 ; NaN ; 72000
annonce-141370127-609092 ; Appartement ; 0; 11.96; 1 ; NaN ; 73180
annonce-139940781-551812 ; Appartement ; 0; 63.0; 4 ; beaujardin ; 73720
annonce-140509879-507190 ; Appartement ; 0; 29.75; 1 ; sud ; 74950
annonce-140476227-576577 ; Appartement ; 0; 39.95; 1 ; nord ; 76000
annonce-136812757-733632 ; Appartement ; 0; 40.0; 2 ; gare ; 78410
annonce-136419261-742382 ; Appartement ; 0; 27.18; 1 ; cathédrale ; 79205
annonce-136883543-743543 ; Appartement ; 0; 70.0; 3 ; NaN ; 79710
annonce-137378099-669304 ; Appartement ; 0; 30.63; 1 ; NaN ; 79897
annonce-140656315-520550 ; Appartement ; 0; 50.0; 2 ; sud ; 79920
annonce-137378097-669304 ; Appartement ; 0; 57.05; 3 ; nord ; 80000
annonce-117300883-632568 ; Appartement ; 0; 45.0; 2 ; centre ; 84650
annonce-139880133-848376 ; Appartement ; 0; 55.0; 3 ; NaN ; 84850
annonce-127956699-317111 ; Appartement ; 0; 64.67; 3 ; nord ; 85000
annonce-131657011-530109 ; Appartement ; 0; 44.0; 2 ; paul bert ; 85700
annonce-141431485-733632 ; Appartement ; 0; 46.0; 2 ; NaN ; 85900
annonce-137704745-832018 ; Appartement ; 0; 74.0; 3 ; cher ; 86400
annonce-136405923-517223 ; Appartement ; 0; 75.67; 3 ; centre ; 86920
annonce-132842715-551812 ; Appartement ; 0; 71.23; 3 ; cher ; 87188
annonce-141366801-576901 ; Appartement ; 0; 43.0; 2 ; NaN ; 87880
annonce-139940775-551812 ; Appartement ; 0; 73.0; 3 ; cher ; 89260
annonce-136854619-361238 ; Appartement ; 0; 44.77; 2 ; radegonde ; 89340
annonce-137951331-467144 ; Appartement ; 0; 41.8; 2 ; gare ; 89900
annonce-132052535-733632 ; Appartement ; 0; 52.39; 4 ; gare ; 90000
annonce-140952791-427081 ; Appartement ; 0; 75.0; 2 ; nord ; 90100
annonce-141609337-609092 ; Appartement ; 0; 29.74; 2 ; velpeau ; 90860
annonce-137448833-548829 ; Appartement ; 0; 72.0; 4 ; centre ; 93400
annonce-141412689-424044 ; Appartement ; 0; 25.0; 1 ; sud ; 93512
annonce-138345753-424044 ; Appartement ; 0; 47.0; 2 ; NaN ; 94036
annonce-141376843-669304 ; Appartement ; 0; 55.74; 3 ; nord ; 94830
annonce-138265435-317111 ; Appartement ; 0; 79.0; 4 ; NaN ; 95000
annonce-134163007-601403 ; Appartement ; 0; 65.0; 3 ; beaujardin ; 95000
annonce-134896265-536436 ; Appartement ; 0; 35.0; 1 ; NaN ; 95500
annonce-137672183-696536 ; Appartement ; 0; 64.66; 3 ; NaN ; 96500
annonce-138756053-399156 ; Appartement ; 0; 65.16; 3 ; NaN ; 96750
annonce-141370115-609092 ; Appartement ; 0; 47.64; 2 ; beaujardin ; 97100
annonce-140968839-525020 ; Appartement ; 0; 62.09; 3 ; centre ; 97650
annonce-141150977-525020 ; Appartement ; 0; 80.6; 3 ; NaN ; 97650
annonce-133959763-467144 ; Appartement ; 0; 51.02; 2 ; gare ; 97900
annonce-136467131-467144 ; Appartement ; 0; 45.0; 2 ; gare ; 97900
annonce-141366751-576901 ; Appartement ; 0; 73.0; 3 ; NaN ; 98580
annonce-141450301-399156 ; Appartement ; 0; 61.12; 3 ; NaN ; 98900
annonce-139940783-551812 ; Appartement ; 0; 77.81; 3 ; centre ; 99600
annonce-138206489-659023 ; Appartement ; 0; 71.0; 4 ; montjoyeux ; 99640
annonce-139880117-848376 ; Appartement ; 0; 45.0; 2 ; sud ; 99810
annonce-131358573-525020 ; Appartement ; 0; 45.0; 2 ; NaN ; 99820
annonce-136157989-525020 ; Appartement ; 0; 81.87; 5 ; NaN ; 99820
annonce-135795737-476324 ; Appartement ; 0; 62.0; 3 ; sud ; 99900
annonce-134468095-399156 ; Appartement ; 0; 51.6; 3 ; NaN ; 99975
annonce-140704007-503633 ; Appartement ; 0; 49.81; 2 ; NaN ; 99990
annonce-128793625-576577 ; Appartement ; 0; 34.96; 1 ; nord ; 100000
annonce-128319571-632568 ; Appartement ; 0; 73.0; 3 ; cher ; 100000
annonce-138111365-520550 ; Appartement ; 0; 73.0; 3 ; cher ; 100000
annonce-135774709-749291 ; Appartement ; 0; 52.0; 3 ; nord ; 100000
annonce-138994475-427081 ; Appartement ; 0; 64.0; 3 ; montjoyeux ; 102820
annonce-140133069-399156 ; Appartement ; 0; 63.0; 4 ; NaN ; 103455
annonce-138861879-311359 ; Appartement ; 0; 45.0; 3 ; velpeau ; 104500
annonce-124076149-361238 ; Appartement ; 0; 46.28; 2 ; centre ; 105000
annonce-141059297-177459 ; Appartement ; 0; 37.48; 2 ; gare ; 105840
annonce-139373337-413239 ; Appartement ; 0; 32.34; 2 ; eloi ; 107390
annonce-138173639-520550 ; Appartement ; 0; 73.0; 4 ; cher ; 108000
annonce-130800333-346202 ; Appartement ; 0; 72.5; 4 ; centre ; 108470
annonce-141209887-361238 ; Appartement ; 0; 40.79; 2 ; radegonde ; 108600
annonce-141345047-747064 ; Appartement ; 0; 73.0; 4 ; NaN ; 108750
annonce-138609805-669304 ; Appartement ; 0; 46.0; 2 ; tranchée ; 109140
annonce-141344859-747064 ; Appartement ; 0; 64.33; 3 ; centre ; 109800
annonce-141521437-747064 ; Appartement ; 0; 70.0; 4 ; sud ; 109800
annonce-139200549-476324 ; Appartement ; 0; 46.0; 2 ; halles ; 110000
annonce-133615975-425205 ; Appartement ; 0; 65.0; 4 ; NaN ; 110000
annonce-140233897-520550 ; Appartement ; 0; 60.0; 3 ; NaN ; 110000
annonce-140589527-844647 ; Appartement ; 0; 80.0; 3 ; NaN ; 111825
annonce-135503931-742382 ; Appartement ; 0; 33.65; 2 ; centre ; 112350
annonce-136029805-449549 ; Appartement ; 0; 70.0; 3 ; fontaines ; 112500
annonce-141376845-669304 ; Appartement ; 0; 40.96; 2 ; nord ; 112875
annonce-140526405-548829 ; Appartement ; 0; 52.93; 3 ; NaN ; 112900
annonce-124349609-520550 ; Appartement ; 0; 90.0; 4 ; NaN ; 113400
annonce-133349415-520550 ; Appartement ; 0; 80.0; 4 ; NaN ; 113400
annonce-139085201-520550 ; Appartement ; 0; 73.0; 3 ; NaN ; 113400
annonce-140487137-467144 ; Appartement ; 0; 57.0; 3 ; nord ; 114000
annonce-141370157-609092 ; Appartement ; 0; 43.14; 2 ; nord ; 114780
annonce-138128373-541439 ; Appartement ; 0; 73.0; 3 ; cher ; 115000
annonce-133607947-520550 ; Appartement ; 0; 85.69; 5 ; cher ; 115000
annonce-136372515-551812 ; Appartement ; 0; 63.0; 3 ; nord ; 115160
annonce-140739465-659023 ; Appartement ; 0; 52.0; 2 ; NaN ; 115500
annonce-138524795-552274 ; Appartement ; 0; 70.0; 3 ; NaN ; 116000
annonce-141366743-576901 ; Appartement ; 0; 55.0; 3 ; NaN ; 116600
annonce-141376037-659023 ; Appartement ; 0; 54.0; 2 ; gare ; 116600
annonce-139520465-139524 ; Appartement ; 0; 33.0; 2 ; cathédrale ; 117500
annonce-139880165-848376 ; Appartement ; 0; 62.82; 3 ; NaN ; 117900
annonce-136357717-666759 ; Appartement ; 0; 49.0; 2 ; centre ; 118000
annonce-139400195-30281394 ; Appartement ; 0; 84.0; 4 ; NaN ; 118000
annonce-137451571-399156 ; Appartement ; 0; 77.8; 3 ; centre ; 118250
annonce-141180729-399156 ; Appartement ; 0; 55.0; 3 ; NaN ; 118500
annonce-139407143-525020 ; Appartement ; 0; 84.0; 5 ; cher ; 118770
annonce-126653287-520550 ; Appartement ; 0; 63.24; 3 ; NaN ; 118800
annonce-139376449-520550 ; Appartement ; 0; 52.0; 2 ; cher ; 118800
annonce-141466443-862088 ; Appartement ; 0; 73.0; 4 ; centre ; 118800
annonce-107795789-177459 ; Appartement ; 0; 92.65; 4 ; cher ; 118800
annonce-139846217-548829 ; Appartement ; 0; 68.0; 3 ; NaN ; 118800
annonce-138570947-467144 ; Appartement ; 0; 44.31; 2 ; paul bert ; 119000
annonce-135745827-548829 ; Appartement ; 0; 37.0; 2 ; sud ; 119200
annonce-141465055-508593 ; Appartement ; 0; 37.0; 2 ; velpeau ; 119600
annonce-122475421-458442 ; Appartement ; 0; 90.0; 4 ; NaN ; 119900
annonce-141376847-669304 ; Appartement ; 0; 79.34; 3 ; nord ; 119990
annonce-141547351-759829 ; Appartement ; 0; 63.0; 3 ; NaN ; 120000
annonce-126362869-413239 ; Appartement ; 0; 76.0; 3 ; NaN ; 120340
annonce-138494215-423763 ; Appartement ; 0; 87.76; 4 ; cher ; 121900
annonce-141366771-576901 ; Appartement ; 0; 65.25; 3 ; NaN ; 121900
annonce-139830309-449549 ; Appartement ; 0; 73.0; 3 ; NaN ; 122500
annonce-128168715-749291 ; Appartement ; 0; 37.85; 2 ; NaN ; 123000
annonce-141133021-520550 ; Appartement ; 0; 76.0; 3 ; cher ; 123000
annonce-141344939-747064 ; Appartement ; 0; 39.91; 2 ; nord ; 123500
annonce-141366789-576901 ; Appartement ; 0; 58.0; 2 ; NaN ; 124020
annonce-141359789-520550 ; Appartement ; 0; 70.0; 3 ; NaN ; 124200
annonce-141344903-747064 ; Appartement ; 0; 44.45; 2 ; NaN ; 124400
annonce-118931865-576577 ; Appartement ; 0; 57.15; 3 ; nord ; 124500
annonce-138816053-433837 ; Appartement ; 0; 82.0; 4 ; cher ; 125000
annonce-141403133-551812 ; Appartement ; 0; 65.0; 3 ; NaN ; 125520
annonce-140298299-423763 ; Appartement ; 0; 31.0; 2 ; NaN ; 126140
annonce-140171643-525020 ; Appartement ; 0; 72.31; 4 ; montjoyeux ; 126260
annonce-137698135-399156 ; Appartement ; 0; 40.7; 2 ; NaN ; 127000
annonce-141376039-659023 ; Appartement ; 0; 79.0; 5 ; NaN ; 127200
annonce-141366757-576901 ; Appartement ; 0; 80.0; 3 ; NaN ; 127200
annonce-135746443-433837 ; Appartement ; 0; 82.0; 4 ; NaN ; 127946
annonce-140846921-507190 ; Appartement ; 0; 77.04; 4 ; NaN ; 129000
annonce-138200313-399156 ; Appartement ; 0; 73.23; 3 ; NaN ; 129000
annonce-138072757-433837 ; Appartement ; 0; 78.58; 4 ; nord ; 129500
annonce-137779769-433837 ; Appartement ; 0; 47.0; 3 ; prébendes ; 129500
annonce-140406239-467144 ; Appartement ; 0; 62.83; 3 ; nord ; 129500
annonce-116297361-388776 ; Appartement ; 0; 56.92; 3 ; centre ; 129530
annonce-138192607-548829 ; Appartement ; 0; 90.0; 4 ; cher ; 129598
annonce-136878433-520550 ; Appartement ; 0; 72.0; 3 ; centre ; 129600
annonce-138893033-177459 ; Appartement ; 0; 67.6; 3 ; cher ; 129600
annonce-140699641-520550 ; Appartement ; 0; 93.0; 5 ; gare ; 129600
annonce-138163169-425205 ; Maison ; 0; 144.0; 4 ; centre ; 130000
annonce-135455235-508593 ; Appartement ; 0; 78.0; 3 ; NaN ; 130000
annonce-141344805-747064 ; Appartement ; 0; 82.0; 4 ; sud ; 130280
annonce-140509887-507190 ; Appartement ; 0; 88.0; 4 ; cher ; 130500
annonce-133794371-601403 ; Appartement ; 0; 54.14; 3 ; centre ; 131400
annonce-134106843-757141 ; Appartement ; 0; 60.0; 3 ; NaN ; 132000
annonce-139776467-632568 ; Appartement ; 0; 42.0; 2 ; NaN ; 133000
annonce-141345041-747064 ; Appartement ; 0; 42.27; 2 ; NaN ; 133500
annonce-138499489-399156 ; Appartement ; 0; 78.04; 3 ; NaN ; 134375
annonce-125592187-317111 ; Appartement ; 0; 63.0; 3 ; nord ; 135000
annonce-138262963-520550 ; Appartement ; 0; 74.33; 3 ; NaN ; 135000
annonce-140031215-520550 ; Appartement ; 0; 73.0; 4 ; NaN ; 135000
annonce-136418515-508593 ; Appartement ; 0; 70.32; 4 ; centre ; 135200
annonce-141445305-446867 ; Appartement ; 0; 45.0; 3 ; NaN ; 135880
annonce-141403129-551812 ; Appartement ; 0; 77.0; 4 ; NaN ; 135880
annonce-141043525-483070 ; Appartement ; 0; 100.0; 5 ; cher ; 135900
annonce-141366773-576901 ; Appartement ; 0; 98.0; 5 ; cher ; 136500
annonce-130339281-562241 ; Appartement ; 0; 64.0; 3 ; NaN ; 136700
annonce-121410773-659023 ; Appartement ; 0; 64.0; 3 ; NaN ; 137280
annonce-138129055-669304 ; Appartement ; 0; 48.06; 2 ; nord ; 137600
annonce-84489625-177459 ; Appartement ; 0; 36.0; 1 ; NaN ; 137800
annonce-110896789-361238 ; Appartement ; 0; 78.0; 4 ; NaN ; 137990
annonce-136571833-557067 ; Appartement ; 0; 85.0; 4 ; NaN ; 138000
annonce-138213875-427079 ; Appartement ; 0; 67.0; 3 ; nord ; 139000
annonce-127340539-733632 ; Appartement ; 0; 56.0; 2 ; NaN ; 139100
annonce-141133783-733632 ; Appartement ; 0; 72.0; 5 ; NaN ; 139100
