Id ; Genre ; Neuf ; Surface ; Pieces ; Quartier ; Prix
annonce-137960789-376235 ; Appartement ; 0; 79.66; 3 ; prébendes ; 238000
annonce-138774565-512559 ; Appartement ; 0; 73.0; 3 ; halles ; 238000
annonce-138482709-311359 ; Appartement ; 0; 72.0; 3 ; halles ; 240000
annonce-137548337-736122 ; Appartement ; 0; 71.0; 3 ; gare ; 243000
annonce-140406147-292528 ; Appartement ; 0; 84.0; 3 ; halles ; 249000
annonce-130031397-190880 ; Appartement ; 0; 85.0; 4 ; centre ; 249900
annonce-124518967-515873 ; Maison ; 0; 310.0; 7 ; cathédrale ; 252000
annonce-139189547-493093 ; Appartement ; 0; 88.0; 4 ; gare ; 259000
annonce-140098117-564075 ; Appartement ; 0; 106.0; 5 ; NaN ; 260000
annonce-132977503-685506 ; Maison ; 0; 105.0; 7 ; nord ; 262500
annonce-126484937-292528 ; Appartement ; 0; 106.0; 5 ; tranchée ; 262880
annonce-140187889-456181 ; Maison ; 0; 140.0; 7 ; beaujardin ; 264130
annonce-138713885-818232 ; Appartement ; 0; 110.0; 5 ; NaN ; 265000
annonce-136603681-295097 ; Maison ; 0; 100.0; 6 ; NaN ; 268180
annonce-141413161-476119 ; Maison ; 0; 193.0; 6 ; NaN ; 275600
annonce-141061563-217354 ; Appartement ; 0; 97.0; 5 ; tranchée ; 277720
annonce-141494957-687222 ; Maison ; 0; 132.54; 5 ; NaN ; 278000
annonce-128635195-510027 ; Maison ; 0; 125.0; 6 ; NaN ; 292000
annonce-130183991-295097 ; Maison ; 0; 147.0; 5 ; strasbourg ; 294200
annonce-138908083-215161 ; Maison ; 0; 110.0; 5 ; NaN ; 296800
annonce-134420253-737202 ; Maison ; 0; 245.0; 7 ; nord ; 297000
annonce-140817687-216502 ; Appartement ; 0; 135.59; 6 ; cher ; 298725
annonce-135139091-722181 ; Maison ; 0; 98.0; 5 ; velpeau ; 310000
annonce-135870859-589699 ; Appartement ; 0; 108.0; 4 ; NaN ; 315000
annonce-140602849-685506 ; Maison ; 0; 140.0; 6 ; montjoyeux ; 315000
annonce-138823943-215161 ; Appartement ; 0; 105.0; 5 ; nord ; 316500
annonce-139947753-839881 ; Appartement ; 0; 108.0; 5 ; velpeau ; 316500
annonce-136279927-617153 ; Appartement ; 0; 115.0; 5 ; cathédrale ; 325000
annonce-139358065-511781 ; Maison ; 0; 122.0; 5 ; velpeau ; 337600
annonce-141260757-558866 ; Maison ; 0; 147.0; 6 ; nord ; 350000
annonce-136052625-629422 ; Maison ; 0; 200.0; 7 ; nord ; 362000
annonce-136102895-217354 ; Appartement ; 0; 105.0; 4 ; tranchée ; 365000
annonce-133963189-670022 ; Maison ; 0; 160.0; 7 ; febvotte ; 370000
annonce-141106499-806172 ; Appartement ; 0; 123.0; 5 ; NaN ; 371500
annonce-137774365-216502 ; Appartement ; 0; 88.0; 4 ; halles ; 375000
annonce-141071559-813026 ; Appartement ; 0; 123.14; 5 ; cathédrale ; 379800
annonce-130918637-686185 ; Appartement ; 0; 108.5; 4 ; sud ; 380000
annonce-140104489-543011 ; Appartement ; 0; 180.0; 7 ; NaN ; 381000
annonce-139821859-305871 ; Appartement ; 0; 123.14; 5 ; cathédrale ; 381600
annonce-141173483-215161 ; Maison ; 0; 233.0; 7 ; NaN ; 400900
annonce-140303663-629422 ; Maison ; 0; 182.0; 7 ; radegonde ; 419689
annonce-133988969-685506 ; Maison ; 0; 125.0; 7 ; prébendes ; 420000
annonce-125947637-292528 ; Appartement ; 0; 128.0; 5 ; NaN ; 424000
annonce-141413163-476119 ; Maison ; 0; 260.0; 9 ; NaN ; 426400
annonce-138778687-686185 ; Maison ; 0; 125.76; 6 ; eloi ; 432550
annonce-138195201-794822 ; Maison ; 0; 170.0; 7 ; centre ; 435900
annonce-126746907-256418 ; Maison ; 0; 181.0; 6 ; NaN ; 436000
annonce-137020467-305871 ; Appartement ; 0; 114.19; 4 ; centre ; 443992
annonce-136102525-546233 ; Maison ; 0; 159.0; 7 ; febvotte ; 444500
annonce-138628545-697690 ; Appartement ; 0; 150.0; 6 ; NaN ; 465000
annonce-138913393-686185 ; Appartement ; 0; 229.31; 8 ; gare ; 474750
annonce-139714153-818768 ; Maison ; 0; 187.0; 5 ; NaN ; 493500
annonce-140690489-216502 ; Appartement ; 0; 115.0; 5 ; sud ; 497000
annonce-137435813-628801 ; Maison ; 0; 205.0; 7 ; paul bert ; 498000
annonce-140781077-839881 ; Appartement ; 0; 146.0; 5 ; NaN ; 514500
annonce-141600831-256418 ; Appartement ; 0; 110.0; 4 ; sud ; 525000
annonce-136916347-410675 ; Maison ; 0; 200.0; 8 ; centre ; 538000
annonce-138182659-376235 ; Appartement ; 0; 147.0; 5 ; halles ; 550000
annonce-139418251-311359 ; Appartement ; 0; 148.0; 4 ; halles ; 550000
annonce-141128335-215161 ; Maison ; 0; 233.0; 7 ; NaN ; 564300
annonce-141174391-617153 ; Appartement ; 0; 166.0; 7 ; cathédrale ; 569000
annonce-140417479-839881 ; Maison ; 0; 155.0; 7 ; cher ; 574750
annonce-140398535-670022 ; Appartement ; 0; 200.0; 6 ; halles ; 590000
annonce-137020457-305871 ; Appartement ; 0; 143.62; 6 ; centre ; 596758
annonce-135141911-813026 ; Appartement ; 0; 128.67; 6 ; NaN ; 596759
annonce-140738119-376235 ; Maison ; 0; 130.0; 7 ; prébendes ; 606000
annonce-140816629-695190 ; Maison ; 0; 150.0; 5 ; sud ; 606217
annonce-140345909-216502 ; Appartement ; 0; 200.95; 6 ; halles ; 630000
annonce-138081891-417945 ; Maison ; 0; 219.0; 6 ; centre ; 650000
annonce-138574629-311359 ; Maison ; 0; 210.0; 8 ; NaN ; 650000
annonce-140947923-257309 ; Appartement ; 0; 132.0; 4 ; halles ; 698250
annonce-140070975-552747 ; Maison ; 0; 230.0; 6 ; radegonde ; 748800
annonce-140758539-813026 ; Maison ; 0; 210.0; 9 ; prébendes ; 757900
annonce-137561929-256418 ; Maison ; 0; 300.0; 7 ; portes ; 870000
annonce-132366741-256418 ; Maison ; 0; 283.0; 7 ; NaN ; 892500
annonce-136699173-534643 ; Appartement ; 0; 30.0; 1 ; sud ; 74990
annonce-138759367-564157 ; Appartement ; 0; 86.16; 4 ; sud ; 114900
annonce-139353497-507190 ; Appartement ; 0; 81.69; 5 ; montjoyeux ; 125000
annonce-134730217-67784 ; Appartement ; 0; NaN; 2 ; 2 lions ; 130000
annonce-136473895-534643 ; Appartement ; 0; 57.26; 3 ; paul bert ; 135000
annonce-140766415-564157 ; Appartement ; 0; 75.79; 4 ; centre ; 170000
annonce-141136713-564157 ; Appartement ; 0; 73.0; 3 ; centre ; 183000
annonce-128789275-190880 ; Appartement ; 0; NaN; 4 ; nord ; 192600
annonce-140324643-564157 ; Appartement ; 0; 112.0; 5 ; NaN ; 197000
annonce-141576609-853319 ; Maison ; 0; NaN; 9 ; NaN ; 300000
annonce-139858141-687222 ; Appartement ; 0; 44.21; 2 ; montjoyeux ; 78000
annonce-121193249-686185 ; Appartement ; 0; 40.53; 2 ; centre ; 89950
annonce-139267199-686187 ; Appartement ; 0; 48.48; 2 ; sud ; 108000
annonce-139047453-511781 ; Appartement ; 0; 49.0; 2 ; beaujardin ; 119900
annonce-119143947-516085 ; Appartement ; 1; 38.29; 2 ; cher ; 122500
annonce-135805275-190880 ; Appartement ; 0; 45.0; 2 ; NaN ; 123000
annonce-137009099-498497 ; Appartement ; 0; 34.0; 1 ; portes ; 126000
annonce-140965873-616083 ; Appartement ; 1; 42.2; 2 ; NaN ; 131000
annonce-119144165-516085 ; Appartement ; 1; 44.13; 2 ; cher ; 134500
annonce-138939453-616083 ; Appartement ; 1; 39.89; 2 ; cher ; 136000
annonce-140965879-616083 ; Appartement ; 1; 42.2; 2 ; NaN ; 138000
annonce-135928465-686185 ; Appartement ; 0; 65.6; 3 ; eloi ; 142931
annonce-134895339-549132 ; Appartement ; 0; 61.0; 3 ; NaN ; 145000
annonce-140965865-616083 ; Appartement ; 1; 42.2; 2 ; NaN ; 145000
annonce-126233381-508035 ; Appartement ; 1; 58.0; 3 ; NaN ; 147000
annonce-138939233-616083 ; Appartement ; 1; 39.24; 2 ; cher ; 149000
annonce-133118011-190880 ; Appartement ; 0; 61.53; 3 ; NaN ; 154440
annonce-119143953-516085 ; Appartement ; 1; 55.75; 3 ; cher ; 155000
annonce-140098113-564075 ; Appartement ; 0; 62.0; 3 ; NaN ; 156000
annonce-138939239-616083 ; Appartement ; 1; 43.04; 2 ; cher ; 157000
annonce-140107129-813026 ; Maison ; 0; 93.0; 5 ; centre ; 159000
annonce-139021661-616083 ; Appartement ; 1; 43.04; 2 ; cher ; 159000
annonce-137653923-311359 ; Appartement ; 0; 50.0; 2 ; paul bert ; 160000
annonce-119144171-516085 ; Appartement ; 1; 63.99; 3 ; cher ; 166500
annonce-140965875-616083 ; Appartement ; 1; 59.0; 3 ; NaN ; 169000
annonce-140965849-616083 ; Appartement ; 1; 52.6; 2 ; NaN ; 174500
annonce-119144215-516085 ; Appartement ; 1; 63.99; 3 ; cher ; 176500
annonce-140965881-616083 ; Appartement ; 1; 59.0; 3 ; NaN ; 177500
annonce-140965883-616083 ; Appartement ; 1; 54.0; 2 ; NaN ; 181500
annonce-130924299-644931 ; Maison ; 0; 186.17; 9 ; NaN ; 182875
annonce-138939237-616083 ; Appartement ; 1; 55.15; 3 ; cher ; 185000
annonce-140965877-616083 ; Appartement ; 1; 61.0; 3 ; NaN ; 186500
annonce-140965871-616083 ; Appartement ; 1; 54.1; 2 ; NaN ; 188500
annonce-138939459-616083 ; Appartement ; 1; 58.15; 3 ; cher ; 194000
annonce-140965859-616083 ; Appartement ; 1; 61.6; 3 ; NaN ; 195500
annonce-140965851-616083 ; Appartement ; 1; 74.6; 3 ; NaN ; 208500
annonce-141602837-685506 ; Appartement ; 0; 55.32; 2 ; prébendes ; 210000
annonce-140965857-616083 ; Appartement ; 1; 74.6; 3 ; NaN ; 217500
annonce-108722759-30094519 ; Appartement ; 1; 48.0; 2 ; halles ; 221300
annonce-140965863-616083 ; Appartement ; 1; 76.0; 3 ; NaN ; 223500
annonce-141602835-685506 ; Appartement ; 0; 57.46; 2 ; prébendes ; 231000
annonce-139759681-616083 ; Appartement ; 1; 67.96; 3 ; cher ; 233000
annonce-108722753-30094519 ; Appartement ; 1; 67.0; 3 ; halles ; 253700
annonce-140965891-616083 ; Appartement ; 1; 80.7; 4 ; NaN ; 267500
annonce-140579223-292528 ; Maison ; 0; 87.0; 3 ; béranger ; 291500
annonce-127580525-376235 ; Appartement ; 0; 109.0; 5 ; cher ; 292950
annonce-139567869-190880 ; Maison ; 0; 110.0; 4 ; centre ; 297000
annonce-138939451-616083 ; Appartement ; 1; 79.15; 3 ; cher ; 303000
annonce-138481341-311359 ; Appartement ; 0; 83.0; 3 ; halles ; 316000
annonce-141184285-608032 ; Appartement ; 0; 134.0; 4 ; NaN ; 355000
annonce-140205161-216502 ; Maison ; 0; 125.0; 6 ; heurteloup ; 364000
annonce-141461237-410675 ; Maison ; 0; 115.0; 6 ; NaN ; 399900
annonce-133747649-686187 ; Maison ; 0; 200.0; 5 ; centre ; 420000
annonce-137892141-498497 ; Maison ; 0; 180.0; 8 ; NaN ; 420000
annonce-134504517-217354 ; Maison ; 0; 182.0; 6 ; radegonde ; 439900
annonce-141163983-617153 ; Maison ; 0; 127.0; 7 ; velpeau ; 441000
annonce-140225815-376235 ; Maison ; 0; 128.0; 7 ; prébendes ; 457600
annonce-137480599-376235 ; Maison ; 0; 127.0; 6 ; sud ; 473800
annonce-138939235-616083 ; Appartement ; 1; 105.32; 5 ; cher ; 482000
annonce-137856181-544287 ; Maison ; 0; 138.0; 6 ; NaN ; 565000
annonce-141222951-617153 ; Maison ; 0; 155.0; 6 ; velpeau ; 574750
annonce-140205157-216502 ; Maison ; 0; 199.37; 7 ; centre ; 615000
annonce-139457269-190880 ; Maison ; 0; 160.0; 6 ; velpeau ; 619000
annonce-140242613-617153 ; Maison ; 0; 160.0; 7 ; velpeau ; 619000
annonce-141600825-256418 ; Appartement ; 0; 132.0; 4 ; halles ; 699000
annonce-139010419-376235 ; Maison ; 0; 395.0; 16 ; conservatoire ; 978500
annonce-128266667-376235 ; Maison ; 0; 235.0; 10 ; cathédrale ; 989000
annonce-131861127-376235 ; Maison ; 0; 350.0; 12 ; halles ; 1924000
annonce-114556867-564157 ; Appartement ; 0; 77.0; 4 ; beaujardin ; 82500
annonce-133168983-190880 ; Appartement ; 0; NaN; 2 ; NaN ; 133625
annonce-119143907-516085 ; Appartement ; 1; 29.16; 1 ; cher ; 90200
annonce-107962769-305871 ; Appartement ; 0; 68.0; 3 ; radegonde ; 135000
annonce-141451903-30306965 ; Appartement ; 1; 38.62; 2 ; NaN ; 150400
annonce-141452849-30306965 ; Appartement ; 1; 41.4; 2 ; NaN ; 159700
annonce-141452711-30306965 ; Appartement ; 1; 64.31; 3 ; NaN ; 252900
annonce-141225301-860094 ; Maison ; 0; 150.0; 5 ; strasbourg ; 538200
annonce-132262645-190880 ; Appartement ; 0; 13.0; 1 ; NaN ; 39000
annonce-138751125-217360 ; Appartement ; 0; 12.75; 1 ; 2 lions ; 40000
annonce-132921657-687222 ; Appartement ; 0; 26.0; 1 ; nord ; 55300
annonce-139246829-67754 ; Appartement ; 0; 15.5; 1 ; gare ; 56800
annonce-141515437-67784 ; Appartement ; 0; 19.32; 1 ; centre ; 59100
annonce-141461805-67784 ; Appartement ; 0; 21.32; 1 ; gare ; 63700
annonce-141467133-305871 ; Appartement ; 0; 25.91; 1 ; nord ; 66000
annonce-123961765-493093 ; Appartement ; 0; 29.0; 1 ; velpeau ; 70000
annonce-133074693-256418 ; Appartement ; 0; 51.0; 3 ; NaN ; 71500
annonce-120961381-511781 ; Appartement ; 0; 23.13; 1 ; NaN ; 72220
annonce-135815777-511781 ; Appartement ; 0; 70.1; 3 ; NaN ; 79710
annonce-134537889-686187 ; Appartement ; 0; 32.0; 1 ; nord ; 81750
annonce-140817369-190880 ; Appartement ; 0; 29.0; 2 ; heurteloup ; 82000
annonce-138842381-190880 ; Appartement ; 0; 33.0; 1 ; NaN ; 85800
annonce-134146081-712218 ; Appartement ; 0; 50.0; 2 ; febvotte ; 86800
annonce-141124299-256418 ; Appartement ; 0; 63.0; 3 ; febvotte ; 87000
annonce-141196467-67784 ; Appartement ; 0; 71.23; 3 ; cher ; 90900
annonce-135690637-190880 ; Appartement ; 0; 38.54; 2 ; centre ; 92500
annonce-138813545-839881 ; Appartement ; 0; 74.0; 4 ; cher ; 97200
annonce-141205649-564157 ; Appartement ; 0; 78.85; 4 ; NaN ; 98500
annonce-135113205-506044 ; Appartement ; 0; 60.0; 3 ; NaN ; 99900
annonce-140487227-30098805 ; Appartement ; 1; 30.0; 1 ; nord ; 103000
annonce-140019627-710582 ; Appartement ; 0; 55.0; 2 ; NaN ; 104000
annonce-134730211-67784 ; Appartement ; 0; 19.3; 1 ; NaN ; 105000
annonce-140840885-379598 ; Appartement ; 0; 45.0; 2 ; NaN ; 105500
annonce-136335423-190880 ; Appartement ; 0; 86.0; 4 ; cher ; 108500
annonce-139205793-493099 ; Appartement ; 0; 52.0; 4 ; nord ; 110000
annonce-134120511-697674 ; Appartement ; 0; 55.0; 3 ; centre ; 110500
annonce-141527407-190880 ; Appartement ; 0; 45.61; 2 ; NaN ; 112270
annonce-135566279-712218 ; Appartement ; 0; 78.69; 4 ; sud ; 112875
annonce-135311001-292528 ; Appartement ; 0; 42.0; 2 ; gare ; 114000
annonce-135094053-697674 ; Appartement ; 0; 80.0; 3 ; NaN ; 115000
annonce-140908749-67784 ; Appartement ; 0; 25.63; 2 ; halles ; 119500
annonce-132681095-215161 ; Appartement ; 0; 37.0; 2 ; NaN ; 123625
annonce-137734455-562241 ; Appartement ; 0; 42.0; 2 ; 2 lions ; 125000
annonce-137530821-564157 ; Appartement ; 0; 46.0; 2 ; centre ; 129900
annonce-141580105-564157 ; Appartement ; 0; 55.0; 3 ; NaN ; 130000
annonce-130054429-256418 ; Appartement ; 0; 43.0; 2 ; NaN ; 134000
annonce-127213221-697674 ; Appartement ; 0; 74.0; 4 ; NaN ; 136000
annonce-136830023-712218 ; Appartement ; 0; 82.18; 5 ; NaN ; 138590
annonce-140190619-832719 ; Appartement ; 0; 42.0; 2 ; NaN ; 141600
annonce-138477877-190880 ; Appartement ; 0; 62.0; 3 ; nord ; 145800
annonce-138813549-839881 ; Appartement ; 0; 90.0; 4 ; sud ; 149800
annonce-140964607-67784 ; Appartement ; 0; 58.58; 2 ; NaN ; 150600
annonce-141600911-507190 ; Appartement ; 0; 66.82; 3 ; NaN ; 151254
annonce-134369597-256418 ; Appartement ; 0; 52.0; 3 ; NaN ; 154900
annonce-140988043-256418 ; Appartement ; 0; 52.0; 3 ; NaN ; 154900
annonce-138247791-712218 ; Appartement ; 0; 53.0; 2 ; NaN ; 160500
annonce-141061077-190880 ; Appartement ; 0; 62.0; 3 ; halles ; 169000
annonce-119922561-617153 ; Appartement ; 0; 83.0; 3 ; centre ; 170000
annonce-136731947-190880 ; Appartement ; 0; 58.28; 3 ; 2 lions ; 175000
annonce-141472371-379598 ; Appartement ; 0; 70.0; 3 ; NaN ; 177450
annonce-125547049-215161 ; Appartement ; 0; 63.0; 3 ; NaN ; 181050
annonce-139233449-839881 ; Appartement ; 0; 75.0; 3 ; velpeau ; 183713
annonce-137029695-507190 ; Appartement ; 0; 65.0; 3 ; halles ; 186000
annonce-138245871-216502 ; Appartement ; 0; 65.0; 3 ; gare ; 187000
annonce-140776667-376235 ; Appartement ; 0; 78.63; 3 ; prébendes ; 189000
annonce-141402811-839881 ; Maison ; 0; 82.0; 4 ; velpeau ; 202350
annonce-139575213-215161 ; Maison ; 0; 92.0; 5 ; NaN ; 213000
annonce-138523907-190880 ; Appartement ; 0; 71.2; 3 ; sud ; 214000
annonce-141329465-507190 ; Appartement ; 0; 77.64; 3 ; NaN ; 214474
annonce-141461163-493093 ; Maison ; 0; 105.0; 6 ; centre ; 222000
annonce-140703367-215161 ; Maison ; 0; 95.0; 5 ; NaN ; 233235
annonce-139896853-215161 ; Maison ; 0; 121.0; 6 ; NaN ; 243800
annonce-137328345-217354 ; Appartement ; 0; 91.0; 5 ; cathédrale ; 243800
annonce-141038747-759157 ; Appartement ; 0; 70.0; 3 ; NaN ; 245000
annonce-141150125-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 245000
annonce-141222219-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 245000
annonce-141253437-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 245000
annonce-141027875-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 250000
annonce-141138091-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 250000
annonce-141183941-759157 ; Appartement ; 0; 70.0; 3 ; NaN ; 250000
annonce-141196851-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 250000
annonce-141207995-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 250000
annonce-141161151-759157 ; Appartement ; 0; 70.0; 3 ; NaN ; 255000
annonce-141175219-759157 ; Appartement ; 0; 70.0; 3 ; NaN ; 255000
annonce-140417481-839881 ; Appartement ; 0; 95.0; 3 ; heurteloup ; 280900
annonce-114777551-256418 ; Maison ; 0; 115.0; 5 ; NaN ; 286000
annonce-141121983-759157 ; Appartement ; 0; 85.0; 4 ; NaN ; 335000
annonce-139233447-839881 ; Maison ; 0; 125.0; 6 ; velpeau ; 337600
annonce-138813551-839881 ; Appartement ; 0; 87.0; 3 ; centre ; 337600
annonce-141105809-759157 ; Appartement ; 0; 85.0; 4 ; NaN ; 340000
annonce-141098889-759157 ; Appartement ; 0; 85.0; 4 ; NaN ; 345000
annonce-132267221-215180 ; Appartement ; 0; 123.14; 6 ; cathédrale ; 379800
annonce-132775995-215180 ; Appartement ; 0; 108.0; 5 ; NaN ; 405120
annonce-141073593-759157 ; Appartement ; 0; 100.0; 4 ; NaN ; 420000
annonce-131070471-256418 ; Appartement ; 0; 125.0; 5 ; sud ; 443000
annonce-141452651-712218 ; Appartement ; 0; 116.0; 6 ; prébendes ; 535500
annonce-139270129-215180 ; Appartement ; 0; 148.0; 5 ; halles ; 553850
annonce-139105703-712218 ; Maison ; 0; 220.0; 9 ; prébendes ; 668800
annonce-134730261-67784 ; Appartement ; 0; NaN; 3 ; NaN ; 96000
annonce-139514145-216502 ; Appartement ; 0; NaN; 4 ; NaN ; 135000
annonce-136292397-30184516 ; Appartement ; 1; 43.1; 2 ; NaN ; 141000
annonce-134730225-67784 ; Appartement ; 0; NaN; 1 ; centre ; 149000
annonce-120666427-30184516 ; Appartement ; 1; 41.68; 2 ; nord ; 155000
annonce-120666429-30184516 ; Appartement ; 1; 41.65; 2 ; nord ; 155000
annonce-129996799-30184516 ; Appartement ; 1; 65.56; 3 ; NaN ; 180000
annonce-129996773-30184516 ; Appartement ; 1; 66.59; 3 ; NaN ; 185000
annonce-136663433-30184516 ; Appartement ; 1; 60.91; 3 ; NaN ; 193000
annonce-124940793-516085 ; Appartement ; 1; 74.0; 4 ; cher ; 194800
annonce-136663431-30184516 ; Appartement ; 1; 65.56; 3 ; NaN ; 195800
annonce-129996775-30184516 ; Appartement ; 1; 60.91; 3 ; NaN ; 196000
annonce-136663435-30184516 ; Appartement ; 1; 66.59; 3 ; NaN ; 202000
annonce-129996791-30184516 ; Appartement ; 1; 66.59; 3 ; NaN ; 205000
annonce-129996793-30184516 ; Appartement ; 1; 65.56; 3 ; NaN ; 205000
annonce-129996779-30184516 ; Appartement ; 1; 62.49; 3 ; NaN ; 207000
annonce-136292405-30184516 ; Appartement ; 1; 66.08; 3 ; NaN ; 208000
annonce-129996783-30184516 ; Appartement ; 1; 65.56; 3 ; NaN ; 212000
annonce-129489611-534643 ; Appartement ; 0; 65.99; 3 ; nord ; 220000
annonce-141233203-685299 ; Appartement ; 0; 15.0; 1 ; NaN ; 74800
annonce-136663429-30184516 ; Appartement ; 1; 33.7; 1 ; NaN ; 105000
annonce-129803439-30098805 ; Appartement ; 1; 24.0; 1 ; centre ; 118000
annonce-127596895-30118075 ; Appartement ; 1; 31.0; 1 ; centre ; 143000
annonce-139469027-30081693 ; Appartement ; 1; 47.0; 2 ; NaN ; 155000
annonce-141010877-759157 ; Appartement ; 0; 45.0; 2 ; NaN ; 155000
annonce-127596975-30118075 ; Appartement ; 1; 40.0; 2 ; centre ; 170000
annonce-127597013-30118075 ; Appartement ; 1; 40.0; 2 ; centre ; 173000
annonce-140694487-256418 ; Appartement ; 0; 69.0; 3 ; NaN ; 186000
annonce-131086885-30081693 ; Appartement ; 1; 67.55; 3 ; NaN ; 191000
annonce-141004807-759157 ; Appartement ; 0; 55.0; 2 ; NaN ; 195000
annonce-131087077-30081693 ; Appartement ; 1; 66.59; 3 ; NaN ; 197000
annonce-134929925-30098805 ; Appartement ; 1; 64.0; 3 ; nord ; 216000
annonce-134929923-30098805 ; Appartement ; 1; 66.0; 3 ; nord ; 219000
annonce-134929917-30098805 ; Appartement ; 1; 63.0; 3 ; nord ; 219500
annonce-127596519-30118075 ; Appartement ; 1; 64.0; 3 ; centre ; 224000
annonce-141073597-759157 ; Appartement ; 0; 60.0; 3 ; NaN ; 230000
annonce-141231053-759157 ; Appartement ; 0; 65.0; 3 ; NaN ; 240000
annonce-141073595-759157 ; Appartement ; 0; 70.0; 3 ; NaN ; 250000
annonce-131087099-30081693 ; Appartement ; 1; 74.54; 4 ; NaN ; 257000
annonce-131087259-30081693 ; Appartement ; 1; 82.69; 4 ; NaN ; 257000
annonce-129996709-30184516 ; Appartement ; 1; 84.05; 4 ; NaN ; 261000
annonce-139485781-30081693 ; Maison ; 1; 87.0; 4 ; NaN ; 269000
annonce-131087195-30081693 ; Appartement ; 1; 82.69; 4 ; NaN ; 271000
annonce-129996691-30184516 ; Appartement ; 1; 86.56; 4 ; NaN ; 281000
annonce-129122537-30228210 ; Appartement ; 1; 86.0; 3 ; halles ; 304000
annonce-138366541-712218 ; Maison ; 0; 87.0; 5 ; prébendes ; 314390
annonce-129996757-30184516 ; Appartement ; 1; 91.73; 4 ; NaN ; 327000
annonce-127596721-30118075 ; Appartement ; 1; 88.0; 3 ; centre ; 353500
annonce-127596619-30118075 ; Appartement ; 1; 93.0; 3 ; centre ; 359000
annonce-140088335-215161 ; Maison ; 0; 131.0; 4 ; NaN ; 379800
annonce-135796925-67784 ; Maison ; 0; 130.0; 8 ; prébendes ; 515300
annonce-139270127-215180 ; Maison ; 0; 245.0; 7 ; halles ; 616550
annonce-141384333-190880 ; Appartement ; 0; 29.23; 1 ; gare ; 79000
annonce-141262725-506044 ; Appartement ; 0; 75.0; 3 ; nord ; 87701
annonce-125182889-292528 ; Appartement ; 0; 76.0; 4 ; centre ; 134540
annonce-128948395-305871 ; Appartement ; 0; 66.3; 3 ; nord ; 139000
annonce-121241747-30075457 ; Appartement ; 1; 41.0; 2 ; NaN ; 144000
annonce-140744573-718355 ; Appartement ; 0; 41.0; 2 ; portes ; 150000
annonce-140737331-718355 ; Appartement ; 0; 40.0; 2 ; portes ; 151000
annonce-140744575-718355 ; Appartement ; 0; 41.0; 2 ; portes ; 152000
annonce-139238119-765788 ; Appartement ; 1; 49.0; 2 ; NaN ; 169000
annonce-125280181-216502 ; Appartement ; 0; 45.63; 2 ; strasbourg ; 171000
annonce-129996801-30184516 ; Appartement ; 1; 60.91; 3 ; NaN ; 180000
annonce-121241749-30075457 ; Appartement ; 1; 46.0; 3 ; NaN ; 191600
annonce-141098193-493099 ; Appartement ; 0; 76.0; 4 ; centre ; 210000
annonce-129996803-30184516 ; Appartement ; 1; 66.59; 3 ; NaN ; 212000
annonce-138863781-30075457 ; Appartement ; 1; 56.0; 2 ; NaN ; 218000
annonce-141418679-844647 ; Appartement ; 0; 81.0; 3 ; NaN ; 228800
annonce-138863777-30075457 ; Appartement ; 1; 72.0; 3 ; NaN ; 236000
annonce-139238113-765788 ; Appartement ; 1; 80.0; 3 ; NaN ; 255000
annonce-121241751-30075457 ; Appartement ; 1; 84.0; 4 ; NaN ; 280000
annonce-138863779-30075457 ; Appartement ; 1; 85.0; 4 ; NaN ; 294000
annonce-139238123-765788 ; Appartement ; 1; 91.0; 4 ; NaN ; 320000
annonce-121241745-30075457 ; Appartement ; 1; 114.0; 5 ; NaN ; 371000
annonce-140938111-685506 ; Maison ; 0; 206.0; 9 ; nord ; 675000
annonce-137550263-30094519 ; Appartement ; 1; 40.0; 2 ; centre ; 129600
annonce-138948385-583447 ; Appartement ; 1; 36.65; 2 ; NaN ; 134600
annonce-137521977-30094519 ; Appartement ; 1; 40.0; 2 ; centre ; 136900
annonce-139482773-30081693 ; Appartement ; 1; 58.25; 3 ; NaN ; 179000
annonce-138948387-583447 ; Appartement ; 1; 58.76; 3 ; NaN ; 190900
annonce-139485729-30081693 ; Appartement ; 1; 64.0; 3 ; NaN ; 203000
annonce-139483097-30081693 ; Appartement ; 1; 60.5; 3 ; NaN ; 209000
annonce-134929927-30098805 ; Appartement ; 1; 64.0; 3 ; nord ; 209500
annonce-134639223-30184516 ; Appartement ; 1; 57.95; 3 ; prébendes ; 235000
annonce-134639173-30184516 ; Appartement ; 1; 59.51; 3 ; prébendes ; 243000
annonce-134929919-30098805 ; Appartement ; 1; 84.0; 4 ; nord ; 250000
annonce-134639225-30184516 ; Appartement ; 1; 66.8; 3 ; prébendes ; 257000
annonce-134929915-30098805 ; Appartement ; 1; 82.0; 4 ; nord ; 261000
annonce-134929909-30098805 ; Appartement ; 1; 89.0; 4 ; nord ; 271000
annonce-134639177-30184516 ; Appartement ; 1; 86.88; 4 ; prébendes ; 332000
